,function_name,LLVM_globalisel_similarity
571,5_function_48,"[['andi', 'a1,', 'a1,', '1'], ['bnez', 'a1,', '.LBB0_2'], ['srl', 'a2,', 'a2,', 'a2'], ['rem', 'a1,', 'a0,', 'a2'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
572,7_function_70,"[['mv', 'a3,', 'a0'], ['mv', 'a0,', 'a2'], ['or', 'a2,', 'a3,', 'a1'], ['or', 'a1,', 'a1,', 'a0'], ['mv', 'a4,', 'a1'], ['blt', 'a2,', 'a1,', '.LBB0_3'], ['bge', 'a2,', 'a1,', '.LBB0_4'], ['ret'], ['mv', 'a4,', 'a3'], ['blt', 'a2,', 'a1,', '.LBB0_2'], ['rem', 'a0,', 'a0,', 'a4'], ['ret']]"
573,8_function_78,"[['sra', 'a1,', 'a1,', 'a0'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
574,5_function_43,"[['sext.w', 'a0,', 'a1'], ['ret']]"
575,4_function_73,"[['andi', 'a1,', 'a0,', '1'], ['bnez', 'a1,', '.LBB0_2'], ['sra', 'a0,', 'a0,', 'a0'], ['ret'], ['divu', 'a0,', 'a0,', 'a0'], ['ret']]"
576,7_function_23,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['zext.w', 'a0,', 'a0'], ['xor', 'a0,', 'a0,', 'a1'], ['andi', 'a0,', 'a0,', '1'], ['ret']]"
577,6_function_87,"[['slt', 'a0,', 'a0,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['divu', 'a1,', 'a0,', 'a1'], ['slt', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['sltu', 'a0,', 'a0,', 'a2'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
578,6_function_63,"[['li', 'a1,', '1'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
579,7_function_44,"[['xor', 'a0,', 'a0,', 'a1'], ['remu', 'a1,', 'a0,', 'a0'], ['sra', 'a1,', 'a1,', 'a1'], ['xor', 'a0,', 'a1,', 'a0'], ['ret']]"
580,7_function_58,"[['divu', 'a1,', 'a0,', 'a1'], ['zext.w', 'a3,', 'a2'], ['sra', 'a2,', 'a2,', 'a1'], ['bne', 'a3,', 'a2,', '.LBB0_2'], ['mv', 'a2,', 'a0'], ['srl', 'a0,', 'a1,', 'a2'], ['ret']]"
581,4_function_80,"[['rem', 'a1,', 'a1,', 'a2'], ['zext.w', 'a0,', 'a0'], ['rem', 'a1,', 'a1,', 'a0'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
582,3_function_45,"[['remu', 'a0,', 'a0,', 'a1'], ['ret']]"
583,3_function_53,"[['rem', 'a0,', 'a0,', 'a0'], ['sext.w', 'a1,', 'a1'], ['xor', 'a0,', 'a0,', 'a1'], ['seqz', 'a0,', 'a0'], ['ret']]"
584,7_function_55,"[['zext.w', 'a1,', 'a1'], ['rem', 'a2,', 'a1,', 'a1'], ['andi', 'a0,', 'a0,', '1'], ['sra', 'a1,', 'a1,', 'a2'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
585,3_function_75,"[['divu', 'a1,', 'a1,', 'a2'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
586,5_function_79,"[['remu', 'a1,', 'a0,', 'a0'], ['and', 'a0,', 'a0,', 'a1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
587,8_function_52,"[['divu', 'a3,', 'a0,', 'a0'], ['div', 'a1,', 'a1,', 'a2'], ['and', 'a0,', 'a0,', 'a3'], ['srl', 'a0,', 'a0,', 'a1'], ['rem', 'a0,', 'a0,', 'a2'], ['ret']]"
588,7_function_15,"[['sra', 'a2,', 'a1,', 'a2'], ['zext.w', 'a3,', 'a2'], ['rem', 'a1,', 'a3,', 'a1'], ['sext.w', 'a2,', 'a2'], ['sra', 'a1,', 'a2,', 'a1'], ['remu', 'a0,', 'a0,', 'a1'], ['ret']]"
589,3_function_57,"[['rem', 'a0,', 'a0,', 'a0'], ['rem', 'a1,', 'a0,', 'a0'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
590,8_function_23,"[['remu', 'a3,', 'a1,', 'a2'], ['slt', 'a4,', 'a0,', 'a0'], ['xori', 'a4,', 'a4,', '1'], ['bne', 'a4,', 'a3,', '.LBB0_2'], ['rem', 'a1,', 'a2,', 'a0'], ['div', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
591,5_function_11,"[['srl', 'a1,', 'a1,', 'a2'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
592,5_function_17,"[['or', 'a1,', 'a0,', 'a1'], ['sra', 'a1,', 'a1,', 'a2'], ['remu', 'a1,', 'a1,', 'a1'], ['sra', 'a0,', 'a1,', 'a0'], ['ret']]"
593,6_function_62,"[['divu', 'a2,', 'a0,', 'a2'], ['rem', 'a3,', 'a1,', 'a2'], ['divu', 'a3,', 'a0,', 'a3'], ['xor', 'a1,', 'a2,', 'a1'], ['sra', 'a0,', 'a1,', 'a0'], ['and', 'a0,', 'a3,', 'a0'], ['ret']]"
594,7_function_39,"[['xor', 'a2,', 'a1,', 'a2'], ['and', 'a3,', 'a0,', 'a2'], ['sra', 'a1,', 'a2,', 'a1'], ['srl', 'a1,', 'a3,', 'a1'], ['slt', 'a0,', 'a1,', 'a0'], ['ret']]"
595,4_function_75,"[['srl', 'a1,', 'a0,', 'a0'], ['or', 'a1,', 'a1,', 'a0'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
596,6_function_85,"[['andi', 'a2,', 'a2,', '1'], ['sra', 'a1,', 'a0,', 'a1'], ['bnez', 'a2,', '.LBB0_2'], ['mv', 'a0,', 'a1'], ['slt', 'a1,', 'a1,', 'a0'], ['xori', 'a1,', 'a1,', '1'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['rem', 'a0,', 'a1,', 'a0'], ['ret']]"
597,8_function_77,"[['rem', 'a0,', 'a1,', 'a0'], ['sra', 'a0,', 'a1,', 'a0'], ['div', 'a0,', 'a0,', 'a2'], ['xor', 'a2,', 'a2,', 'a0'], ['or', 'a0,', 'a2,', 'a0'], ['ret']]"
598,7_function_84,"[['div', 'a2,', 'a2,', 'a0'], ['div', 'a2,', 'a2,', 'a1'], ['sltu', 'a1,', 'a1,', 'a0'], ['sra', 'a0,', 'a1,', 'a0'], ['srl', 'a0,', 'a0,', 'a2'], ['ret']]"
599,4_function_62,"[['andi', 'a2,', 'a0,', '1'], ['mv', 'a0,', 'a1'], ['bnez', 'a2,', '.LBB0_2'], ['mv', 'a0,', 'a2'], ['ret']]"
