,function_name,LLVM_globalisel_similarity
238,6_function_35,"[['div', 'a2,', 'a1,', 'a0'], ['zext.w', 'a0,', 'a0'], ['or', 'a0,', 'a0,', 'a2'], ['srl', 'a1,', 'a0,', 'a1'], ['remu', 'a0,', 'a0,', 'a1'], ['ret']]"
239,8_function_14,"[['sext.w', 'a3,', 'a0'], ['divu', 'a3,', 'a2,', 'a3'], ['andi', 'a1,', 'a1,', '1'], ['bnez', 'a1,', '.LBB0_2'], ['xor', 'a3,', 'a2,', 'a3'], ['div', 'a3,', 'a3,', 'a2'], ['srl', 'a0,', 'a0,', 'a3'], ['ret']]"
240,5_function_70,"[['rem', 'a2,', 'a0,', 'a1'], ['sra', 'a0,', 'a0,', 'a2'], ['div', 'a0,', 'a0,', 'a1'], ['or', 'a0,', 'a2,', 'a0'], ['ret']]"
241,5_function_19,"[['remu', 'a0,', 'a0,', 'a1'], ['slt', 'a1,', 'a1,', 'a2'], ['xori', 'a1,', 'a1,', '1'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['div', 'a0,', 'a0,', 'a1'], ['ret']]"
242,7_function_96,"[['andi', 'a0,', 'a0,', '1'], ['divu', 'a0,', 'a0,', 'a0'], ['andi', 'a0,', 'a0,', '1'], ['ret']]"
243,3_function_30,"[['andi', 'a1,', 'a1,', '1'], ['xor', 'a0,', 'a0,', 'a1'], ['ret']]"
244,3_function_62,"[['srl', 'a0,', 'a0,', 'a0'], ['divu', 'a0,', 'a0,', 'a0'], ['ret']]"
245,8_function_28,"[['xor', 'a1,', 'a0,', 'a1'], ['divu', 'a0,', 'a0,', 'a1'], ['rem', 'a1,', 'a2,', 'a2'], ['or', 'a0,', 'a0,', 'a1'], ['sext.w', 'a0,', 'a0'], ['ret']]"
246,7_function_67,"[['zext.w', 'a0,', 'a0'], ['xor', 'a1,', 'a1,', 'a2'], ['sltu', 'a0,', 'a1,', 'a0'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['sra', 'a0,', 'a0,', 'a2'], ['ret']]"
247,7_function_94,"[['rem', 'a1,', 'a0,', 'a0'], ['zext.w', 'a1,', 'a1'], ['sltu', 'a0,', 'a1,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
248,5_function_73,"[['sra', 'a0,', 'a1,', 'a1'], ['and', 'a0,', 'a1,', 'a0'], ['sext.w', 'a0,', 'a0'], ['ret']]"
249,4_function_59,"[['zext.w', 'a0,', 'a0'], ['rem', 'a0,', 'a0,', 'a0'], ['ret']]"
250,4_function_39,"[['divu', 'a1,', 'a2,', 'a2'], ['rem', 'a1,', 'a0,', 'a1'], ['div', 'a0,', 'a0,', 'a1'], ['ret']]"
251,6_function_52,"[['andi', 'a1,', 'a1,', '1'], ['bnez', 'a1,', '.LBB0_2'], ['rem', 'a0,', 'a0,', 'a0'], ['ret'], ['remu', 'a1,', 'a2,', 'a0'], ['sra', 'a1,', 'a2,', 'a1'], ['rem', 'a1,', 'a1,', 'a1'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
252,4_function_66,"[['sra', 'a0,', 'a0,', 'a0'], ['xor', 'a2,', 'a1,', 'a2'], ['div', 'a0,', 'a0,', 'a2'], ['sltu', 'a0,', 'a1,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
253,3_function_96,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
254,3_function_85,"[['xor', 'a1,', 'a1,', 'a0'], ['div', 'a1,', 'a1,', 'a2'], ['sltu', 'a0,', 'a1,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
255,3_function_89,"[['remu', 'a0,', 'a0,', 'a0'], ['andi', 'a2,', 'a0,', '1'], ['bnez', 'a2,', '.LBB0_2'], ['mv', 'a0,', 'a1'], ['ret']]"
256,8_function_51,"[['rem', 'a2,', 'a2,', 'a1'], ['rem', 'a1,', 'a1,', 'a2'], ['srl', 'a2,', 'a2,', 'a0'], ['or', 'a1,', 'a1,', 'a2'], ['remu', 'a1,', 'a1,', 'zero'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
257,7_function_36,"[['or', 'a3,', 'a0,', 'a1'], ['bltu', 'a1,', 'a3,', '.LBB0_2'], ['mv', 'a2,', 'a1'], ['or', 'a0,', 'a0,', 'a2'], ['xor', 'a0,', 'a0,', 'a2'], ['slt', 'a0,', 'a3,', 'a0'], ['ret']]"
258,8_function_17,"[['mv', 'a3,', 'a0'], ['andi', 'a0,', 'a1,', '1'], ['div', 'a4,', 'a0,', 'a2'], ['remu', 'a3,', 'a3,', 'a4'], ['divu', 'a1,', 'a1,', 'a1'], ['bge', 'a3,', 'a1,', '.LBB0_2'], ['srl', 'a0,', 'a2,', 'a1'], ['ret']]"
259,3_function_92,"[['rem', 'a0,', 'a0,', 'a1'], ['snez', 'a0,', 'a0'], ['ret']]"
260,4_function_78,"[['remu', 'a1,', 'a1,', 'a0'], ['srl', 'a0,', 'a0,', 'a0'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
261,7_function_31,"[['or', 'a0,', 'a0,', 'a1'], ['sext.w', 'a1,', 'a2'], ['xor', 'a1,', 'a1,', 'a0'], ['srl', 'a1,', 'a1,', 'a2'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
262,8_function_29,"[['rem', 'a0,', 'a0,', 'a0'], ['andi', 'a1,', 'a1,', '1'], ['bnez', 'a1,', '.LBB0_2'], ['rem', 'a2,', 'a2,', 'a2'], ['remu', 'a0,', 'a0,', 'a2'], ['sext.w', 'a0,', 'a0'], ['ret']]"
263,6_function_5,"[['rem', 'a0,', 'a2,', 'a1'], ['remu', 'a2,', 'a0,', 'a2'], ['bltu', 'a1,', 'a2,', '.LBB0_2'], ['mv', 'a0,', 'a1'], ['ret']]"
264,6_function_44,"[['sra', 'a1,', 'a1,', 'a2'], ['div', 'a0,', 'a0,', 'a1'], ['remw', 'a0,', 'a0,', 'a0'], ['ret']]"
265,5_function_16,"[['rem', 'a2,', 'a1,', 'a2'], ['divu', 'a2,', 'a0,', 'a2'], ['div', 'a1,', 'a1,', 'a2'], ['divu', 'a0,', 'a1,', 'a0'], ['sltu', 'a0,', 'a0,', 'a2'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
266,6_function_67,"[['div', 'a1,', 'a1,', 'a2'], ['xor', 'a0,', 'a0,', 'a1'], ['slli', 'a1,', 'a0,', '63'], ['srai', 'a1,', 'a1,', '63'], ['srl', 'a0,', 'a2,', 'a0'], ['sltu', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
267,6_function_56,"[['srl', 'a2,', 'a2,', 'a0'], ['or', 'a2,', 'a2,', 'a0'], ['srl', 'a2,', 'a2,', 'a0'], ['divu', 'a1,', 'a1,', 'a2'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
268,7_function_3,"[['andi', 'a1,', 'a1,', '1'], ['remu', 'a0,', 'a0,', 'a1'], ['sext.w', 'a0,', 'a0'], ['ret']]"
269,3_function_7,"[['or', 'a0,', 'a0,', 'a1'], ['sra', 'a1,', 'a0,', 'a1'], ['slt', 'a0,', 'a1,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
270,5_function_33,"[['div', 'a0,', 'a0,', 'a1'], ['srl', 'a0,', 'a0,', 'a0'], ['ret']]"
271,6_function_58,"[['rem', 'a1,', 'a1,', 'a0'], ['divu', 'a1,', 'a1,', 'a2'], ['sext.w', 'a1,', 'a1'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
272,8_function_25,"[['andi', 'a0,', 'a0,', '1'], ['div', 'a2,', 'a0,', 'a1'], ['srl', 'a2,', 'a0,', 'a2'], ['div', 'a1,', 'a1,', 'a2'], ['sltu', 'a0,', 'a0,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
273,5_function_41,"[['or', 'a1,', 'a1,', 'a2'], ['and', 'a0,', 'a0,', 'a1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
274,3_function_34,"[['and', 'a1,', 'a1,', 'a2'], ['srl', 'a0,', 'a0,', 'a1'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
275,7_function_83,"[['bext', 'a4,', 'a0,', 'a0'], ['srl', 'a3,', 'a0,', 'a0'], ['beqz', 'a4,', '.LBB0_3'], ['sra', 'a2,', 'a1,', 'a2'], ['bge', 'a1,', 'a3,', '.LBB0_4'], ['remu', 'a0,', 'a2,', 'a0'], ['ret'], ['sra', 'a2,', 'a3,', 'a2'], ['blt', 'a3,', 'a3,', '.LBB0_2'], ['remu', 'a0,', 'a2,', 'a3'], ['ret']]"
276,8_function_31,"[['sext.w', 'a1,', 'a1'], ['xor', 'a1,', 'a1,', 'a0'], ['or', 'a0,', 'a0,', 'a1'], ['div', 'a0,', 'a0,', 'a1'], ['zext.w', 'a0,', 'a0'], ['div', 'a0,', 'a0,', 'a2'], ['ret']]"
277,8_function_87,"[['rem', 'a3,', 'a1,', 'a2'], ['remu', 'a0,', 'a0,', 'a1'], ['remu', 'a1,', 'a2,', 'a3'], ['sra', 'a2,', 'a3,', 'a3'], ['divu', 'a2,', 'a0,', 'a2'], ['divu', 'a1,', 'a1,', 'a1'], ['or', 'a0,', 'a0,', 'a2'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
278,4_function_21,"[['or', 'a1,', 'a0,', 'a1'], ['and', 'a1,', 'a1,', 'a2'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
279,3_function_46,"[['divu', 'a0,', 'a0,', 'a0'], ['ret']]"
280,6_function_70,"[['andi', 'a3,', 'a0,', '1'], ['mv', 'a0,', 'a1'], ['bnez', 'a3,', '.LBB0_2'], ['andn', 'a0,', 'a2,', 'a1'], ['xor', 'a1,', 'a2,', 'a1'], ['remu', 'a1,', 'a2,', 'a1'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
281,4_function_69,"[['divu', 'a1,', 'a0,', 'a1'], ['andi', 'a1,', 'a1,', '1'], ['remu', 'a0,', 'a1,', 'a0'], ['ret']]"
282,7_function_1,"[['xor', 'a4,', 'a0,', 'a1'], ['mv', 'a5,', 'a4'], ['bgeu', 'a1,', 'a2,', '.LBB0_2'], ['sext.w', 'a5,', 'a3'], ['and', 'a4,', 'a4,', 'a5'], ['xor', 'a0,', 'a0,', 'a4'], ['ret']]"
283,4_function_77,"[['sra', 'a2,', 'a2,', 'a2'], ['sra', 'a1,', 'a1,', 'a2'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
284,3_function_95,"[['remu', 'a1,', 'a0,', 'a0'], ['srl', 'a1,', 'a0,', 'a1'], ['slt', 'a0,', 'a1,', 'a0'], ['ret']]"
285,6_function_65,"[['divu', 'a2,', 'a2,', 'a2'], ['and', 'a1,', 'a0,', 'a1'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['divu', 'a1,', 'a1,', 'a2'], ['div', 'a0,', 'a0,', 'a1'], ['ret']]"
286,6_function_38,"[['remu', 'a0,', 'a0,', 'a1'], ['or', 'a1,', 'a0,', 'a1'], ['remu', 'a0,', 'a1,', 'a0'], ['andi', 'a2,', 'a2,', '1'], ['xor', 'a0,', 'a0,', 'a2'], ['ret']]"
287,8_function_0,"[['srl', 'a4,', 'a0,', 'a0'], ['srl', 'a1,', 'a4,', 'a1'], ['andi', 'a3,', 'a3,', '1'], ['and', 'a1,', 'a1,', 'a2'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a0,', 'a1'], ['j', '.LBB0_3'], ['remu', 'a0,', 'a0,', 'a4'], ['and', 'a0,', 'a1,', 'a0'], ['or', 'a0,', 'a1,', 'a0'], ['ret']]"
288,8_function_59,"[['sext.w', 'a1,', 'a1'], ['xor', 'a1,', 'a0,', 'a1'], ['or', 'a0,', 'a2,', 'a0'], ['or', 'a0,', 'a1,', 'a0'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['sra', 'a0,', 'a2,', 'a0'], ['sltu', 'a0,', 'a1,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
289,7_function_29,"[['remu', 'a3,', 'a2,', 'a0'], ['rem', 'a3,', 'a2,', 'a3'], ['andi', 'a3,', 'a3,', '1'], ['rem', 'a2,', 'a2,', 'a3'], ['srl', 'a1,', 'a1,', 'a2'], ['sltu', 'a0,', 'a1,', 'a0'], ['ret']]"
290,4_function_49,"[['div', 'a0,', 'a0,', 'a1'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
291,6_function_26,"[['andi', 'a0,', 'a0,', '1'], ['div', 'a1,', 'a0,', 'a0'], ['andn', 'a1,', 'a1,', 'a0'], ['remu', 'a0,', 'a0,', 'a1'], ['ret']]"
292,4_function_31,"[['sra', 'a0,', 'a0,', 'a0'], ['sext.w', 'a0,', 'a0'], ['ret']]"
293,5_function_64,"[['sext.w', 'a1,', 'a1'], ['srl', 'a0,', 'a0,', 'a1'], ['rem', 'a0,', 'a0,', 'a2'], ['andi', 'a3,', 'a3,', '1'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a2,', 'a1'], ['xor', 'a0,', 'a0,', 'a2'], ['snez', 'a0,', 'a0'], ['ret']]"
294,3_function_56,"[['div', 'a0,', 'a0,', 'a1'], ['div', 'a0,', 'a0,', 'a0'], ['ret']]"
295,3_function_66,"[['remu', 'a0,', 'a0,', 'a1'], ['srl', 'a1,', 'a0,', 'a1'], ['remu', 'a0,', 'a0,', 'a1'], ['ret']]"
296,6_function_0,"[['zext.w', 'a2,', 'a0'], ['sra', 'a0,', 'a2,', 'a0'], ['remu', 'a0,', 'a2,', 'a0'], ['andi', 'a1,', 'a1,', '1'], ['sltu', 'a0,', 'a0,', 'a1'], ['ret']]"
297,5_function_53,"[['rem', 'a0,', 'a0,', 'a1'], ['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['and', 'a1,', 'a1,', 'a2'], ['remu', 'a1,', 'a1,', 'a2'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
298,7_function_4,"[['mv', 'a3,', 'a0'], ['rem', 'a0,', 'a0,', 'a0'], ['remu', 'a1,', 'a0,', 'a1'], ['rem', 'a1,', 'a3,', 'a1'], ['remu', 'a1,', 'a1,', 'a2'], ['blt', 'a1,', 'a3,', '.LBB0_2'], ['mv', 'a0,', 'a1'], ['ret']]"
299,8_function_30,"[['andi', 'a3,', 'a0,', '1'], ['beqz', 'a3,', '.LBB0_2'], ['sext.w', 'a2,', 'a1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['div', 'a0,', 'a0,', 'a0'], ['sra', 'a1,', 'a2,', 'a2'], ['or', 'a0,', 'a0,', 'a2'], ['sra', 'a0,', 'a1,', 'a0'], ['ret']]"
300,7_function_79,"[['rem', 'a2,', 'a0,', 'a1'], ['and', 'a0,', 'a0,', 'a1'], ['divu', 'a0,', 'a2,', 'a0'], ['divu', 'a0,', 'a0,', 'a2'], ['sext.w', 'a0,', 'a0'], ['ret']]"
301,8_function_85,"[['divu', 'a1,', 'a0,', 'a1'], ['zext.w', 'a1,', 'a1'], ['srl', 'a0,', 'a2,', 'a0'], ['srl', 'a0,', 'a1,', 'a0'], ['ret']]"
302,6_function_81,"[['andi', 'a0,', 'a0,', '1'], ['divu', 'a1,', 'a0,', 'a1'], ['or', 'a1,', 'a1,', 'a2'], ['remu', 'a0,', 'a0,', 'a1'], ['sltu', 'a0,', 'a1,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
303,7_function_0,"[['andi', 'a0,', 'a0,', '1'], ['remu', 'a0,', 'a0,', 'a1'], ['slt', 'a0,', 'a1,', 'a0'], ['ret']]"
304,4_function_22,"[['andi', 'a4,', 'a0,', '1'], ['mv', 'a3,', 'a0'], ['bnez', 'a4,', '.LBB0_2'], ['mv', 'a3,', 'a1'], ['or', 'a0,', 'a2,', 'a0'], ['sltu', 'a0,', 'a0,', 'a3'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
305,5_function_12,"[['andi', 'a3,', 'a0,', '1'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a1,', 'a2'], ['and', 'a1,', 'a1,', 'a2'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['divu', 'a0,', 'a1,', 'a0'], ['ret']]"
306,4_function_44,"[['andi', 'a0,', 'a0,', '1'], ['bnez', 'a0,', '.LBB0_2'], ['mv', 'a1,', 'a2'], ['sra', 'a0,', 'a2,', 'a2'], ['xor', 'a0,', 'a1,', 'a0'], ['snez', 'a0,', 'a0'], ['ret']]"
307,4_function_54,"[['sltu', 'a0,', 'a0,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
308,5_function_37,"[['and', 'a3,', 'a0,', 'a1'], ['srl', 'a0,', 'a3,', 'a0'], ['div', 'a0,', 'a0,', 'a2'], ['or', 'a0,', 'a3,', 'a0'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
309,7_function_48,"[['div', 'a0,', 'a0,', 'a0'], ['bgeu', 'a2,', 'a1,', '.LBB0_2'], ['zext.w', 'a2,', 'a3'], ['divu', 'a1,', 'a2,', 'a1'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
310,8_function_73,"[['andi', 'a3,', 'a0,', '1'], ['mv', 'a0,', 'a1'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a0,', 'a2'], ['sltu', 'a1,', 'a1,', 'a0'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['remu', 'a0,', 'a0,', 'a1'], ['and', 'a2,', 'a0,', 'a2'], ['divu', 'a1,', 'a1,', 'a2'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
311,5_function_18,"[['divu', 'a2,', 'a0,', 'a0'], ['remu', 'a0,', 'a2,', 'a0'], ['divu', 'a1,', 'a0,', 'a1'], ['div', 'a0,', 'a0,', 'a1'], ['ret']]"
312,3_function_61,"[['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['sra', 'a1,', 'a1,', 'a1'], ['sltu', 'a0,', 'a1,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
313,6_function_82,"[['and', 'a2,', 'a2,', 'a0'], ['divu', 'a2,', 'a2,', 'a2'], ['div', 'a0,', 'a0,', 'a1'], ['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['divu', 'a0,', 'a0,', 'a2'], ['ret']]"
314,8_function_18,"[['divu', 'a2,', 'a2,', 'a2'], ['xor', 'a1,', 'a1,', 'a0'], ['xor', 'a1,', 'a1,', 'a2'], ['div', 'a1,', 'a0,', 'a1'], ['andi', 'a3,', 'a3,', '1'], ['or', 'a1,', 'a1,', 'a3'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
315,4_function_52,"[['andi', 'a0,', 'a0,', '1'], ['bnez', 'a0,', '.LBB0_2'], ['andi', 'a0,', 'a2,', '1'], ['ret'], ['srl', 'a0,', 'a1,', 'a1'], ['ret']]"
316,7_function_68,"[['andi', 'a1,', 'a1,', '1'], ['and', 'a0,', 'a0,', 'a1'], ['zext.w', 'a1,', 'a2'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
317,8_function_83,"[['remu', 'a1,', 'a1,', 'a2'], ['divu', 'a3,', 'a0,', 'a2'], ['sext.w', 'a1,', 'a1'], ['remu', 'a1,', 'a1,', 'a3'], ['srl', 'a0,', 'a0,', 'a1'], ['div', 'a0,', 'a0,', 'a2'], ['ret']]"
318,3_function_69,"[['zext.w', 'a1,', 'a1'], ['xor', 'a0,', 'a0,', 'a1'], ['seqz', 'a0,', 'a0'], ['ret']]"
319,5_function_7,"[['remu', 'a3,', 'a0,', 'a0'], ['and', 'a0,', 'a0,', 'a3'], ['sra', 'a1,', 'a1,', 'a2'], ['sltu', 'a0,', 'a1,', 'a0'], ['ret']]"
320,8_function_42,"[['andi', 'a3,', 'a0,', '1'], ['mv', 'a0,', 'a1'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a0,', 'a2'], ['and', 'a0,', 'a0,', 'a1'], ['zext.w', 'a1,', 'a1'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
321,3_function_71,"[['sltu', 'a1,', 'a0,', 'a1'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['xor', 'a0,', 'a0,', 'a1'], ['snez', 'a0,', 'a0'], ['ret']]"
322,3_function_37,"[['sext.w', 'a0,', 'a0'], ['div', 'a0,', 'a0,', 'a1'], ['ret']]"
323,5_function_66,"[['xor', 'a1,', 'a1,', 'a2'], ['xor', 'a0,', 'a0,', 'a1'], ['div', 'a1,', 'a2,', 'a0'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
324,5_function_96,"[['div', 'a0,', 'a0,', 'zero'], ['ret']]"
325,4_function_9,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
326,5_function_97,"[['div', 'a1,', 'a1,', 'a1'], ['remu', 'a0,', 'a0,', 'a1'], ['ret']]"
327,5_function_27,"[['slli', 'a2,', 'a2,', '63'], ['andi', 'a3,', 'a1,', '1'], ['srai', 'a1,', 'a2,', '63'], ['bnez', 'a3,', '.LBB0_2'], ['rem', 'a1,', 'a1,', 'a0'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
328,4_function_79,"[['zext.w', 'a0,', 'a0'], ['ret']]"
329,5_function_99,"[['sext.w', 'a2,', 'a0'], ['or', 'a1,', 'a2,', 'a1'], ['zext.w', 'a0,', 'a0'], ['sltu', 'a0,', 'a0,', 'a1'], ['ret']]"
330,7_function_73,"[['andi', 'a3,', 'a2,', '1'], ['sra', 'a2,', 'a0,', 'a1'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a0,', 'a1'], ['div', 'a0,', 'a2,', 'a0'], ['andi', 'a1,', 'a0,', '1'], ['beqz', 'a1,', '.LBB0_4'], ['sra', 'a2,', 'a2,', 'a0'], ['sltu', 'a0,', 'a2,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
331,8_function_11,"[['andi', 'a0,', 'a0,', '1'], ['srl', 'a1,', 'a0,', 'a2'], ['slt', 'a0,', 'a0,', 'a1'], ['slli', 'a1,', 'a1,', '63'], ['xori', 'a0,', 'a0,', '1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['srai', 'a1,', 'a1,', '63'], ['slt', 'a0,', 'a1,', 'a0'], ['ret']]"
332,4_function_32,"[['zext.w', 'a0,', 'a0'], ['slt', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
333,6_function_29,"[['andi', 'a3,', 'a1,', '1'], ['mv', 'a1,', 'a0'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a1,', 'a2'], ['rem', 'a0,', 'a0,', 'a1'], ['or', 'a0,', 'a0,', 'a1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
334,4_function_42,"[['and', 'a0,', 'a0,', 'a1'], ['andi', 'a2,', 'a2,', '1'], ['mv', 'a1,', 'a0'], ['bnez', 'a2,', '.LBB0_2'], ['zext.w', 'a1,', 'a3'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
335,4_function_88,"[['divu', 'a0,', 'a0,', 'a0'], ['andi', 'a1,', 'a1,', '1'], ['bnez', 'a1,', '.LBB0_2'], ['mv', 'a2,', 'a0'], ['srl', 'a0,', 'a0,', 'a2'], ['ret']]"
336,6_function_6,"[['xor', 'a0,', 'a0,', 'a1'], ['srl', 'a2,', 'a2,', 'a1'], ['and', 'a0,', 'a0,', 'a2'], ['sext.w', 'a0,', 'a0'], ['slt', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
337,8_function_19,"[['remu', 'a3,', 'a0,', 'a0'], ['andi', 'a5,', 'a3,', '1'], ['mv', 'a4,', 'a0'], ['bnez', 'a5,', '.LBB0_2'], ['mv', 'a4,', 'a3'], ['divu', 'a0,', 'a3,', 'a0'], ['or', 'a0,', 'a4,', 'a0'], ['or', 'a1,', 'a1,', 'a2'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
338,6_function_73,"[['rem', 'a0,', 'a0,', 'a0'], ['rem', 'a0,', 'a0,', 'a1'], ['sext.w', 'a0,', 'a0'], ['divu', 'a0,', 'a0,', 'a0'], ['ret']]"
339,4_function_11,"[['and', 'a1,', 'a1,', 'a2'], ['or', 'a0,', 'a0,', 'a1'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
340,3_function_98,"[['divu', 'a1,', 'a1,', 'a1'], ['srl', 'a1,', 'a1,', 'a2'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
341,6_function_12,"[['rem', 'a3,', 'a0,', 'a0'], ['sra', 'a0,', 'a1,', 'a1'], ['andi', 'a2,', 'a2,', '1'], ['srl', 'a1,', 'a3,', 'a0'], ['bnez', 'a2,', '.LBB0_2'], ['mv', 'a0,', 'a1'], ['srl', 'a0,', 'a1,', 'a0'], ['ret']]"
342,4_function_72,"[['remu', 'a3,', 'a2,', 'a2'], ['divu', 'a2,', 'a3,', 'a2'], ['srl', 'a0,', 'a0,', 'a1'], ['sra', 'a0,', 'a0,', 'a2'], ['ret']]"
343,7_function_72,"[['remu', 'a2,', 'zero,', 'a2'], ['srl', 'a1,', 'a1,', 'a2'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
344,5_function_0,"[['andi', 'a2,', 'a2,', '1'], ['rem', 'a1,', 'a1,', 'a2'], ['xor', 'a0,', 'a0,', 'a1'], ['sext.w', 'a3,', 'a3'], ['slt', 'a0,', 'a0,', 'a3'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
345,6_function_14,"[['srl', 'a0,', 'a0,', 'a0'], ['ret']]"
346,3_function_26,"[['sltu', 'a0,', 'a0,', 'a1'], ['ret']]"
347,7_function_74,"[['mv', 'a3,', 'a0'], ['mv', 'a0,', 'a1'], ['divu', 'a3,', 'a3,', 'a3'], ['andi', 'a1,', 'a3,', '1'], ['beqz', 'a1,', '.LBB0_3'], ['beqz', 'a1,', '.LBB0_4'], ['ret'], ['mv', 'a2,', 'a3'], ['bnez', 'a1,', '.LBB0_2'], ['xor', 'a2,', 'a2,', 'a0'], ['rem', 'a0,', 'a0,', 'a2'], ['ret']]"
348,4_function_15,[['ret']]
349,8_function_61,"[['slli', 'a0,', 'a0,', '63'], ['xor', 'a2,', 'a2,', 'a1'], ['srai', 'a0,', 'a0,', '63'], ['snez', 'a2,', 'a2'], ['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['srl', 'a1,', 'a1,', 'a2'], ['remu', 'a0,', 'a0,', 'a1'], ['ret']]"
350,8_function_71,"[['div', 'a3,', 'a1,', 'a2'], ['xor', 'a4,', 'a2,', 'a3'], ['snez', 'a4,', 'a4'], ['and', 'a2,', 'a2,', 'a3'], ['remu', 'a2,', 'a4,', 'a2'], ['div', 'a1,', 'a1,', 'a2'], ['sltu', 'a0,', 'a1,', 'a0'], ['ret']]"
