,function_name,LEANMLIR_opt_similarity
387,4_function_8,"[['mv', 'a0,', 'a1'], ['srl', 'a2,', 'a2,', 'a0'], ['and', 'a0,', 'a0,', 'a2'], ['ret']]"
388,5_function_14,"[['remu', 'a1,', 'a0,', 'a1'], ['div', 'a0,', 'a0,', 'a1'], ['remu', 'a1,', 'a1,', 'a0'], ['srl', 'a2,', 'a2,', 'a1'], ['divu', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
389,5_function_56,"[['rem', 't0,', 'a0,', 'a0'], ['divu', 't0,', 't0,', 't0'], ['snez', 't0,', 't0'], ['sub', 'a1,', 'a1,', 'a0'], ['mul', 'a1,', 'a1,', 't0'], ['add', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
390,8_function_27,"[['slt', 't0,', 'a0,', 'a1'], ['andi', 't0,', 't0,', '1'], ['and', 't1,', 'a1,', 't0'], ['xor', 't1,', 'a0,', 't1'], ['slt', 'a2,', 'a2,', 't1'], ['xori', 'a2,', 'a2,', '1'], ['rem', 't0,', 't0,', 'a0'], ['snez', 'a2,', 'a2'], ['sub', 'a1,', 'a1,', 't0'], ['mul', 'a1,', 'a1,', 'a2'], ['add', 'a1,', 'a1,', 't0'], ['srl', 't1,', 't1,', 'a1'], ['mv', 'a0,', 't1'], ['ret']]"
391,3_function_5,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
392,5_function_87,"[['srl', 'a0,', 'a0,', 'a0'], ['sext.w', 'a0,', 'a0'], ['ret']]"
393,8_function_85,"[['divu', 'a1,', 'a0,', 'a1'], ['zext.w', 'a1,', 'a1'], ['srl', 'a2,', 'a2,', 'a0'], ['srl', 'a1,', 'a1,', 'a2'], ['zext.w', 'a1,', 'a1'], ['mv', 'a0,', 'a1'], ['ret']]"
394,3_function_21,[['ret']]
395,6_function_36,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['and', 'a2,', 'a2,', 'a0'], ['sra', 'a1,', 'a1,', 'a2'], ['srl', 'a1,', 'a1,', 'a0'], ['xor', 'a0,', 'a0,', 'a1'], ['snez', 'a0,', 'a0'], ['ret']]"
396,4_function_48,"[['zext.w', 'a0,', 'a0'], ['divu', 'a1,', 'a0,', 'a1'], ['xor', 'a0,', 'a0,', 'a1'], ['ret']]"
397,4_function_66,"[['sra', 'a0,', 'a0,', 'a0'], ['xor', 'a2,', 'a2,', 'a1'], ['div', 'a0,', 'a0,', 'a2'], ['sltu', 'a1,', 'a1,', 'a0'], ['xori', 'a1,', 'a1,', '1'], ['mv', 'a0,', 'a1'], ['ret']]"
398,4_function_31,"[['sra', 'a0,', 'a0,', 'a0'], ['ret']]"
399,7_function_26,"[['srl', 'a2,', 'a1,', 'a1'], ['and', 't0,', 'a1,', 'a0'], ['rem', 'a1,', 'a1,', 't0'], ['div', 'a2,', 'a2,', 'a1'], ['sra', 'a0,', 'a0,', 'a2'], ['ret']]"
400,5_function_30,"[['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['sra', 'a0,', 'a0,', 'a1'], ['xor', 'a2,', 'a2,', 'a0'], ['xor', 'a0,', 'a0,', 'a2'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
401,5_function_79,"[['remu', 't0,', 'a0,', 'a0'], ['and', 'a0,', 'a0,', 't0'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
402,7_function_87,"[['sext.w', 'a0,', 'a0'], ['slli', 't0,', 'a1,', '63'], ['srai', 't0,', 't0,', '63'], ['sltu', 'a0,', 'a0,', 't0'], ['xori', 'a0,', 'a0,', '1'], ['andi', 'a0,', 'a0,', '1'], ['sra', 'a0,', 'a0,', 'a2'], ['xor', 'a0,', 'a0,', 'a1'], ['ret']]"
403,8_function_5,"[['div', 't0,', 'a0,', 'a0'], ['or', 'a1,', 'a1,', 'a0'], ['snez', 'a3,', 'a3'], ['sub', 'a0,', 'a2,', 't0'], ['mul', 'a0,', 'a0,', 'a3'], ['add', 'a0,', 'a0,', 't0'], ['sra', 'a2,', 'a2,', 'a0'], ['div', 'a1,', 'a1,', 'a2'], ['and', 'a1,', 't0,', 'a1'], ['sra', 'a1,', 'a1,', 't0'], ['mv', 'a0,', 'a1'], ['ret']]"
404,8_function_61,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['xor', 'a2,', 'a2,', 'a1'], ['snez', 'a2,', 'a2'], ['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['sext.w', 'a2,', 'a2'], ['srl', 'a1,', 'a1,', 'a2'], ['remu', 'a0,', 'a0,', 'a1'], ['ret']]"
405,3_function_42,"[['remu', 'a0,', 'a0,', 'a0'], ['remu', 'a0,', 'a0,', 'a1'], ['ret']]"
406,6_function_35,"[['zext.w', 't0,', 'a0'], ['div', 'a0,', 'a1,', 'a0'], ['or', 't0,', 't0,', 'a0'], ['srl', 'a1,', 't0,', 'a1'], ['remu', 't0,', 't0,', 'a1'], ['mv', 'a0,', 't0'], ['ret']]"
407,8_function_2,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['rem', 'a1,', 'a0,', 'a1'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
408,7_function_38,"[['or', 't0,', 'a0,', 'a1'], ['srl', 't0,', 't0,', 'a2'], ['remu', 'a2,', 't0,', 't0'], ['remu', 'a1,', 'a1,', 'a2'], ['or', 'a0,', 'a0,', 'a1'], ['xor', 't0,', 't0,', 'a0'], ['snez', 't0,', 't0'], ['mv', 'a0,', 't0'], ['ret']]"
409,6_function_57,"[['andi', 't0,', 'a0,', '1'], ['remu', 'a2,', 't0,', 'a2'], ['and', 'a1,', 'a1,', 'a2'], ['snez', 'a0,', 'a0'], ['sub', 'a2,', 'a1,', 't0'], ['mul', 'a2,', 'a2,', 'a0'], ['add', 'a2,', 'a2,', 't0'], ['xor', 'a1,', 'a1,', 'a2'], ['sltu', 'a1,', 'a1,', 't0'], ['xori', 'a1,', 'a1,', '1'], ['mv', 'a0,', 'a1'], ['ret']]"
410,5_function_75,"[['sext.w', 'a0,', 'a0'], ['andi', 'a0,', 'a0,', '1'], ['ret']]"
411,8_function_63,"[['sltu', 't0,', 'a2,', 'a2'], ['xori', 't0,', 't0,', '1'], ['andi', 't0,', 't0,', '1'], ['zext.w', 't1,', 't0'], ['and', 'a1,', 'a1,', 't1'], ['div', 'a0,', 'a0,', 'a1'], ['xor', 'a2,', 'a2,', 't0'], ['div', 'a0,', 'a0,', 'a2'], ['ret']]"
412,8_function_82,"[['div', 't0,', 'a0,', 'a0'], ['xor', 't0,', 'a0,', 't0'], ['remu', 't0,', 'a0,', 't0'], ['sra', 'a1,', 'a1,', 'a0'], ['or', 't0,', 't0,', 'a1'], ['andi', 't0,', 't0,', '1'], ['mv', 'a0,', 't0'], ['ret']]"
413,5_function_35,"[['slt', 't0,', 'a0,', 'a0'], ['andi', 't0,', 't0,', '1'], ['divu', 't0,', 't0,', 'a1'], ['div', 't0,', 'a0,', 't0'], ['xor', 'a0,', 'a0,', 't0'], ['seqz', 'a0,', 'a0'], ['ret']]"
414,5_function_36,"[['andi', 'a0,', 'a0,', '1'], ['srl', 'a1,', 'a0,', 'a1'], ['zext.w', 'a2,', 'a2'], ['and', 'a1,', 'a1,', 'a2'], ['slt', 'a0,', 'a0,', 'a1'], ['ret']]"
415,7_function_55,"[['andi', 'a0,', 'a0,', '1'], ['zext.w', 'a1,', 'a1'], ['rem', 't0,', 'a1,', 'a1'], ['sra', 'a1,', 'a1,', 't0'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
416,5_function_45,"[['nop'], ['div', 'a0,', 'a0,', 'zero'], ['srl', 'a1,', 'a1,', 'a2'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
417,5_function_89,"[['xor', 'a0,', 'a0,', 'a1'], ['ret']]"
418,4_function_41,"[['remu', 'a0,', 'a0,', 'a0'], ['zext.w', 'a1,', 'a1'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
419,6_function_58,"[['rem', 'a1,', 'a1,', 'a0'], ['divu', 'a1,', 'a1,', 'a2'], ['sext.w', 'a1,', 'a1'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
420,6_function_51,"[['slt', 't0,', 'a1,', 'a0'], ['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['snez', 't0,', 't0'], ['sub', 'a0,', 'a0,', 'a2'], ['mul', 'a0,', 'a0,', 't0'], ['add', 'a0,', 'a0,', 'a2'], ['divu', 'a0,', 'a0,', 'a1'], ['srl', 'a2,', 'a2,', 'a1'], ['xor', 'a0,', 'a0,', 'a2'], ['snez', 'a0,', 'a0'], ['ret']]"
421,8_function_47,"[['sext.w', 'a1,', 'a1'], ['and', 'a1,', 'a1,', 'a0'], ['div', 't0,', 'a1,', 'a1'], ['and', 'a0,', 'a0,', 't0'], ['rem', 'a2,', 'a2,', 't0'], ['sra', 'a1,', 'a1,', 'a2'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
422,6_function_86,"[['sra', 'a0,', 'a0,', 'a0'], ['srl', 'a1,', 'a0,', 'a1'], ['divu', 'a2,', 'a2,', 'a0'], ['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['srl', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
423,3_function_73,"[['srl', 'a0,', 'a0,', 'a0'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
424,5_function_97,"[['div', 'a1,', 'a1,', 'a1'], ['remu', 'a0,', 'a0,', 'a1'], ['andi', 'a0,', 'a0,', '1'], ['ret']]"
425,7_function_22,"[['srl', 't0,', 'a0,', 'a0'], ['and', 'a2,', 'a2,', 't0'], ['sltu', 'a2,', 'a2,', 'a1'], ['xori', 'a2,', 'a2,', '1'], ['andi', 'a2,', 'a2,', '1'], ['xor', 't0,', 't0,', 'a2'], ['div', 'a0,', 'a0,', 't0'], ['ret']]"
426,6_function_88,"[['rem', 'a0,', 'a0,', 'a1'], ['xor', 'a1,', 'a1,', 'a0'], ['xor', 'a0,', 'a0,', 'a1'], ['and', 'a0,', 'a0,', 'a2'], ['sra', 'a0,', 'a1,', 'a0'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
427,6_function_3,"[['sext.w', 't0,', 'a0'], ['srl', 'a0,', 'a0,', 'a1'], ['rem', 'a0,', 't0,', 'a0'], ['divu', 't0,', 't0,', 'a0'], ['mv', 'a0,', 't0'], ['ret']]"
428,7_function_45,"[['divu', 't0,', 'a1,', 'a0'], ['sext.w', 't0,', 't0'], ['remu', 't0,', 't0,', 'a1'], ['and', 't0,', 't0,', 'a2'], ['xor', 'a0,', 'a0,', 't0'], ['ret']]"
429,4_function_45,"[['andi', 'a1,', 'a1,', '1'], ['rem', 'a0,', 'a0,', 'a1'], ['rem', 'a2,', 'a2,', 'a0'], ['sltu', 'a2,', 'a2,', 'a0'], ['xori', 'a2,', 'a2,', '1'], ['mv', 'a0,', 'a2'], ['ret']]"
430,6_function_53,"[['or', 'a0,', 'a0,', 'a1'], ['andi', 't0,', 'a0,', '1'], ['or', 'a1,', 'a1,', 'a0'], ['or', 'a1,', 'a1,', 't0'], ['remu', 't0,', 't0,', 'a1'], ['mv', 'a0,', 't0'], ['ret']]"
431,3_function_79,"[['andi', 'a0,', 'a0,', '1'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
432,8_function_45,"[['rem', 't0,', 'a0,', 'a0'], ['or', 'a1,', 'a1,', 'a0'], ['snez', 'a2,', 'a2'], ['sub', 'a0,', 'a0,', 'a1'], ['mul', 'a0,', 'a0,', 'a2'], ['add', 'a0,', 'a0,', 'a1'], ['snez', 'a2,', 't0'], ['sub', 't1,', 'a1,', 'a0'], ['mul', 't1,', 't1,', 'a2'], ['add', 't1,', 't1,', 'a0'], ['and', 't0,', 't0,', 'a1'], ['xor', 't1,', 't1,', 't0'], ['snez', 't1,', 't1'], ['mv', 'a0,', 't1'], ['ret']]"
433,5_function_41,"[['or', 'a1,', 'a1,', 'a2'], ['and', 'a0,', 'a0,', 'a1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
434,4_function_80,"[['zext.w', 'a0,', 'a0'], ['rem', 'a1,', 'a1,', 'a2'], ['rem', 'a1,', 'a1,', 'a0'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
435,7_function_7,"[['remu', 't0,', 'a0,', 'a0'], ['div', 'a0,', 'a0,', 't0'], ['snez', 'a0,', 'a0'], ['sub', 'a1,', 'a1,', 'a2'], ['mul', 'a1,', 'a1,', 'a0'], ['add', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
436,8_function_7,"[['sext.w', 'a3,', 'a3'], ['srl', 'a2,', 'a2,', 'a3'], ['slt', 'a3,', 'a2,', 'a0'], ['xori', 'a3,', 'a3,', '1'], ['slli', 'a3,', 'a3,', '63'], ['srai', 'a3,', 'a3,', '63'], ['snez', 'a1,', 'a1'], ['sub', 'a2,', 'a2,', 'a3'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 'a3'], ['divu', 'a0,', 'a0,', 'a2'], ['ret']]"
437,5_function_6,"[['nop'], ['li', 'a0,', '0'], ['ret']]"
438,4_function_39,"[['mv', 'a1,', 'a2'], ['divu', 'a1,', 'a1,', 'a1'], ['rem', 'a1,', 'a0,', 'a1'], ['div', 'a0,', 'a0,', 'a1'], ['ret']]"
439,5_function_96,"[['nop'], ['andi', 't0,', 'zero,', '1'], ['div', 'a0,', 'a0,', 't0'], ['ret']]"
440,7_function_49,"[['div', 'a0,', 'a0,', 'a0'], ['srl', 't0,', 'a0,', 'a1'], ['divu', 'a1,', 'a1,', 'a2'], ['div', 't0,', 't0,', 'a1'], ['sra', 't0,', 'a0,', 't0'], ['divu', 'a0,', 'a0,', 't0'], ['ret']]"
441,6_function_73,"[['rem', 'a0,', 'a0,', 'a0'], ['rem', 'a0,', 'a0,', 'a1'], ['sext.w', 'a0,', 'a0'], ['divu', 'a0,', 'a0,', 'a0'], ['ret']]"
442,3_function_28,"[['divu', 'a0,', 'a0,', 'a0'], ['ret']]"
443,7_function_41,"[['sltu', 't0,', 'a0,', 'a1'], ['xori', 't0,', 't0,', '1'], ['snez', 't1,', 't0'], ['sub', 't2,', 'a2,', 'a0'], ['mul', 't2,', 't2,', 't1'], ['add', 't2,', 't2,', 'a0'], ['remu', 'a1,', 'a1,', 'a1'], ['sltu', 't2,', 'a1,', 't2'], ['snez', 't0,', 't0'], ['sub', 't1,', 'a2,', 'a0'], ['mul', 't1,', 't1,', 't0'], ['add', 't1,', 't1,', 'a0'], ['snez', 'a0,', 't2'], ['sub', 'a2,', 'a2,', 't1'], ['mul', 'a2,', 'a2,', 'a0'], ['add', 'a2,', 'a2,', 't1'], ['snez', 't2,', 't2'], ['sub', 'a1,', 'a1,', 'a2'], ['mul', 'a1,', 'a1,', 't2'], ['add', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
444,7_function_79,"[['rem', 't0,', 'a0,', 'a1'], ['and', 'a0,', 'a0,', 'a1'], ['divu', 'a0,', 't0,', 'a0'], ['divu', 'a0,', 'a0,', 't0'], ['ret']]"
445,6_function_80,"[['or', 't0,', 'a1,', 'a2'], ['rem', 'a0,', 'a0,', 't0'], ['remu', 'a1,', 'a1,', 'a2'], ['divu', 'a1,', 'a1,', 't0'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
446,7_function_31,"[['or', 'a0,', 'a0,', 'a1'], ['sext.w', 'a1,', 'a2'], ['xor', 'a1,', 'a1,', 'a0'], ['srl', 'a1,', 'a1,', 'a2'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
447,3_function_76,"[['rem', 'a1,', 'a1,', 'a0'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
448,6_function_8,"[['mv', 'a0,', 'a1'], ['divu', 't0,', 'a0,', 'a2'], ['div', 't0,', 'a0,', 't0'], ['remu', 'a2,', 'a2,', 't0'], ['srl', 'a0,', 'a0,', 'a2'], ['divu', 'a0,', 'a0,', 't0'], ['ret']]"
449,3_function_57,"[['rem', 'a0,', 'a0,', 'a0'], ['rem', 't0,', 'a0,', 'a0'], ['srl', 'a0,', 'a0,', 't0'], ['ret']]"
450,6_function_66,"[['andi', 't0,', 'a0,', '1'], ['andi', 'a1,', 'a1,', '1'], ['sltu', 'a1,', 'a1,', 't0'], ['xori', 'a1,', 'a1,', '1'], ['snez', 'a1,', 'a1'], ['sub', 'a2,', 'a2,', 'a0'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 'a0'], ['mv', 'a0,', 'a2'], ['ret']]"
451,4_function_92,"[['sext.w', 't0,', 'a1'], ['sra', 'a0,', 'a0,', 't0'], ['sltu', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
452,4_function_46,"[['nop'], ['li', 'a0,', '0'], ['ret']]"
453,7_function_0,"[['andi', 'a0,', 'a0,', '1'], ['remu', 'a0,', 'a0,', 'a1'], ['slt', 'a1,', 'a1,', 'a0'], ['andi', 'a1,', 'a1,', '1'], ['mv', 'a0,', 'a1'], ['ret']]"
454,8_function_23,"[['slt', 't0,', 'a0,', 'a0'], ['xori', 't0,', 't0,', '1'], ['andi', 't0,', 't0,', '1'], ['remu', 't1,', 'a1,', 'a2'], ['xor', 't0,', 't0,', 't1'], ['snez', 't0,', 't0'], ['rem', 'a2,', 'a2,', 'a0'], ['div', 'a2,', 'a2,', 'a0'], ['snez', 't0,', 't0'], ['sub', 'a1,', 'a1,', 'a2'], ['mul', 'a1,', 'a1,', 't0'], ['add', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
455,6_function_50,"[['sra', 'a1,', 'a1,', 'a2'], ['remu', 'a0,', 'a0,', 'a1'], ['divu', 'a2,', 'a2,', 'a1'], ['div', 'a1,', 'a1,', 'a2'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
456,8_function_35,"[['rem', 't0,', 'a0,', 'a1'], ['or', 'a2,', 'a2,', 'a1'], ['andi', 'a3,', 'a3,', '1'], ['srl', 'a2,', 'a2,', 'a3'], ['sltu', 't0,', 't0,', 'a2'], ['andi', 't0,', 't0,', '1'], ['remu', 'a0,', 'a0,', 'a3'], ['sltu', 't0,', 't0,', 'a0'], ['mv', 'a0,', 't0'], ['ret']]"
457,4_function_88,"[['divu', 'a0,', 'a0,', 'a0'], ['snez', 'a1,', 'a1'], ['sub', 'a2,', 'a2,', 'a0'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 'a0'], ['srl', 'a0,', 'a0,', 'a2'], ['ret']]"
458,4_function_18,"[['zext.w', 'a2,', 'a2'], ['srl', 'a1,', 'a1,', 'a2'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
459,4_function_35,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
460,8_function_20,"[['zext.w', 'a0,', 'a0'], ['sra', 't0,', 'a0,', 'a0'], ['rem', 'a1,', 't0,', 'a1'], ['sra', 'a1,', 'a0,', 'a1'], ['remu', 'a1,', 'a1,', 't0'], ['div', 'a0,', 'a0,', 'a1'], ['ret']]"
461,8_function_50,"[['srl', 'a2,', 'a1,', 'a2'], ['remu', 'a2,', 'a2,', 'a0'], ['sra', 'a1,', 'a1,', 'a2'], ['divu', 'a2,', 'a2,', 'a1'], ['snez', 't0,', 'a2'], ['sub', 'a2,', 'a2,', 'a1'], ['mul', 'a2,', 'a2,', 't0'], ['add', 'a2,', 'a2,', 'a1'], ['sra', 'a0,', 'a0,', 'a2'], ['ret']]"
462,4_function_30,"[['sltu', 't0,', 'a0,', 'a0'], ['divu', 'a1,', 'a1,', 'a2'], ['snez', 't0,', 't0'], ['sub', 'a1,', 'a1,', 'a0'], ['mul', 'a1,', 'a1,', 't0'], ['add', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
463,6_function_94,"[['xor', 'a1,', 'a1,', 'a2'], ['seqz', 'a1,', 'a1'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['slt', 'a1,', 'a1,', 'a0'], ['andi', 'a1,', 'a1,', '1'], ['srl', 'a1,', 'a1,', 'a1'], ['mv', 'a0,', 'a1'], ['ret']]"
464,3_function_6,"[['remu', 'a0,', 'a0,', 'a1'], ['or', 'a1,', 'a1,', 'a2'], ['sltu', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
465,5_function_7,"[['remu', 't0,', 'a0,', 'a0'], ['and', 'a0,', 'a0,', 't0'], ['sra', 'a1,', 'a1,', 'a2'], ['sltu', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
466,7_function_52,"[['remu', 't0,', 'a0,', 'a0'], ['slt', 'a1,', 'a1,', 'a1'], ['xori', 'a1,', 'a1,', '1'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['divu', 't0,', 't0,', 'a1'], ['remu', 'a0,', 'a0,', 't0'], ['and', 'a0,', 'a0,', 'a2'], ['ret']]"
467,3_function_29,"[['nop'], ['li', 'a0,', '0'], ['ret']]"
468,5_function_93,"[['sra', 'a1,', 'a0,', 'a1'], ['div', 'a0,', 'a0,', 'a1'], ['sext.w', 'a0,', 'a0'], ['ret']]"
469,7_function_68,"[['andi', 'a1,', 'a1,', '1'], ['and', 'a0,', 'a0,', 'a1'], ['or', 'a0,', 'a0,', 'a2'], ['zext.w', 'a0,', 'a0'], ['ret']]"
470,7_function_64,"[['rem', 't0,', 'a0,', 'a0'], ['slt', 'a0,', 'a0,', 't0'], ['slli', 't0,', 'a1,', '63'], ['srai', 't0,', 't0,', '63'], ['srl', 'a1,', 'a1,', 'a2'], ['snez', 'a0,', 'a0'], ['sub', 't0,', 't0,', 'a1'], ['mul', 't0,', 't0,', 'a0'], ['add', 't0,', 't0,', 'a1'], ['mv', 'a0,', 't0'], ['ret']]"
471,5_function_73,"[['mv', 'a0,', 'a1'], ['sra', 't0,', 'a0,', 'a0'], ['and', 'a0,', 'a0,', 't0'], ['sext.w', 'a0,', 'a0'], ['ret']]"
472,3_function_71,"[['sltu', 'a1,', 'a0,', 'a1'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['xor', 'a0,', 'a0,', 'a1'], ['snez', 'a0,', 'a0'], ['ret']]"
473,6_function_33,"[['zext.w', 'a0,', 'a0'], ['slt', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['andi', 'a0,', 'a0,', '1'], ['remu', 'a0,', 'a0,', 'a1'], ['ret']]"
474,8_function_3,"[['mv', 'a1,', 'a2'], ['divu', 't0,', 'a0,', 'a1'], ['rem', 't0,', 't0,', 'a1'], ['remu', 'a0,', 'a0,', 't0'], ['and', 'a1,', 'a1,', 'a0'], ['or', 'a1,', 'a1,', 'a0'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
475,4_function_85,"[['remu', 'a2,', 'a1,', 'a2'], ['snez', 'a0,', 'a0'], ['sub', 'a2,', 'a2,', 'a1'], ['mul', 'a2,', 'a2,', 'a0'], ['add', 'a2,', 'a2,', 'a1'], ['mv', 'a0,', 'a2'], ['ret']]"
476,5_function_59,"[['sra', 't0,', 'a0,', 'a0'], ['divu', 'a1,', 'a1,', 'a0'], ['sltu', 't0,', 't0,', 'a1'], ['andi', 't0,', 't0,', '1'], ['mv', 'a0,', 't0'], ['ret']]"
477,3_function_20,"[['divu', 'a1,', 'a0,', 'a1'], ['rem', 'a0,', 'a0,', 'a1'], ['slt', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
478,6_function_11,"[['mv', 'a1,', 'a2'], ['div', 'a1,', 'a1,', 'a1'], ['sra', 't0,', 'a1,', 'a0'], ['xor', 'a1,', 'a1,', 't0'], ['xor', 'a1,', 'a1,', 'a0'], ['slt', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
479,5_function_42,"[['divu', 't0,', 'a0,', 'a0'], ['or', 't0,', 'a0,', 't0'], ['remu', 't0,', 'a2,', 't0'], ['snez', 'a1,', 'a1'], ['sub', 't0,', 't0,', 'a2'], ['mul', 't0,', 't0,', 'a1'], ['add', 't0,', 't0,', 'a2'], ['srl', 'a0,', 'a0,', 't0'], ['ret']]"
480,3_function_99,"[['srl', 'a0,', 'a0,', 'a0'], ['div', 'a0,', 'a0,', 'a1'], ['ret']]"
481,4_function_77,"[['sra', 'a2,', 'a2,', 'a2'], ['sra', 'a1,', 'a1,', 'a2'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
482,3_function_75,"[['divu', 'a1,', 'a1,', 'a2'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
483,7_function_63,"[['or', 't0,', 'a0,', 'a1'], ['srl', 'a2,', 'a2,', 't0'], ['rem', 'a1,', 'a1,', 'a0'], ['or', 'a2,', 'a2,', 'a1'], ['mv', 'a0,', 'a2'], ['ret']]"
484,8_function_6,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['sext.w', 'a1,', 'a1'], ['or', 'a2,', 'a2,', 'a0'], ['div', 't0,', 'a2,', 'a0'], ['rem', 't0,', 't0,', 'a2'], ['and', 'a1,', 'a1,', 't0'], ['div', 'a0,', 'a0,', 'a1'], ['ret']]"
485,5_function_28,"[['and', 'a1,', 'a1,', 'a0'], ['or', 'a0,', 'a0,', 'a1'], ['remu', 'a2,', 'a2,', 'a2'], ['srl', 'a0,', 'a0,', 'a2'], ['ret']]"
486,3_function_91,"[['snez', 'a1,', 'a1'], ['sub', 'a2,', 'a2,', 'a0'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 'a0'], ['rem', 'a0,', 'a0,', 'a2'], ['ret']]"
487,4_function_36,"[['slli', 't0,', 'a0,', '63'], ['srai', 't0,', 't0,', '63'], ['div', 'a0,', 'a0,', 'a1'], ['and', 't0,', 't0,', 'a0'], ['mv', 'a0,', 't0'], ['ret']]"
488,3_function_18,"[['rem', 'a0,', 'a0,', 'a1'], ['xor', 'a2,', 'a2,', 'a0'], ['slt', 'a2,', 'a2,', 'a0'], ['mv', 'a0,', 'a2'], ['ret']]"
489,8_function_29,"[['rem', 'a0,', 'a0,', 'a0'], ['rem', 't0,', 'a2,', 'a2'], ['snez', 'a1,', 'a1'], ['sub', 'a2,', 'a2,', 't0'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 't0'], ['remu', 'a0,', 'a0,', 'a2'], ['sext.w', 'a0,', 'a0'], ['ret']]"
490,6_function_20,"[['rem', 't0,', 'a0,', 'a0'], ['divu', 'a0,', 'a0,', 't0'], ['zext.w', 'a1,', 'a1'], ['xor', 'a0,', 'a0,', 'a1'], ['ret']]"
491,4_function_47,"[['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['rem', 'a2,', 'a2,', 'a0'], ['divu', 'a1,', 'a1,', 'a2'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
492,4_function_79,"[['zext.w', 'a0,', 'a0'], ['ret']]"
