,function_name,LEANMLIR_opt_similarity
196,8_function_22,"[['remu', 't0,', 'a0,', 'a0'], ['snez', 'a1,', 'a1'], ['sub', 't1,', 't0,', 'a2'], ['mul', 't1,', 't1,', 'a1'], ['add', 't1,', 't1,', 'a2'], ['sltu', 't1,', 't1,', 't0'], ['sext.w', 'a3,', 'a3'], ['srl', 't0,', 'a2,', 't0'], ['snez', 'a2,', 'a2'], ['sub', 'a3,', 'a3,', 't0'], ['mul', 'a3,', 'a3,', 'a2'], ['add', 'a3,', 'a3,', 't0'], ['snez', 't1,', 't1'], ['sub', 'a0,', 'a0,', 'a3'], ['mul', 'a0,', 'a0,', 't1'], ['add', 'a0,', 'a0,', 'a3'], ['ret']]"
197,4_function_56,"[['sext.w', 'a0,', 'a0'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
198,7_function_2,"[['srl', 't0,', 'a1,', 'a1'], ['divu', 'a0,', 'a0,', 't0'], ['rem', 't0,', 't0,', 'a2'], ['div', 'a0,', 'a0,', 't0'], ['srl', 'a0,', 'a0,', 'a1'], ['zext.w', 'a0,', 'a0'], ['ret']]"
199,6_function_23,"[['divu', 'a0,', 'a0,', 'a1'], ['andi', 'a2,', 'a2,', '1'], ['or', 'a2,', 'a2,', 'a0'], ['div', 'a2,', 'a2,', 'a0'], ['zext.w', 'a2,', 'a2'], ['mv', 'a0,', 'a2'], ['ret']]"
200,7_function_17,"[['rem', 'a1,', 'a0,', 'a1'], ['zext.w', 'a2,', 'a2'], ['sra', 'a1,', 'a1,', 'a2'], ['zext.w', 'a0,', 'a0'], ['remu', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
201,7_function_25,"[['sltu', 'a1,', 'a1,', 'a0'], ['xori', 'a1,', 'a1,', '1'], ['andi', 'a1,', 'a1,', '1'], ['divu', 'a1,', 'a0,', 'a1'], ['srl', 'a0,', 'a2,', 'a0'], ['sra', 'a0,', 'a0,', 'a2'], ['xor', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
202,5_function_78,"[['rem', 'a1,', 'a1,', 'a2'], ['sra', 'a0,', 'a0,', 'a1'], ['sltu', 'a2,', 'a2,', 'a0'], ['xori', 'a2,', 'a2,', '1'], ['andi', 'a2,', 'a2,', '1'], ['mv', 'a0,', 'a2'], ['ret']]"
203,3_function_90,"[['slt', 'a1,', 'a1,', 'a0'], ['xori', 'a1,', 'a1,', '1'], ['snez', 'a1,', 'a1'], ['sub', 'a2,', 'a2,', 'a0'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 'a0'], ['mv', 'a0,', 'a2'], ['ret']]"
204,4_function_67,"[['or', 'a1,', 'a1,', 'a0'], ['or', 'a1,', 'a1,', 'a2'], ['div', 'a0,', 'a0,', 'a1'], ['ret']]"
205,5_function_40,"[['sra', 'a2,', 'a2,', 'a0'], ['xor', 'a1,', 'a1,', 'a2'], ['divu', 'a0,', 'a0,', 'a1'], ['srl', 'a1,', 'a1,', 'a0'], ['xor', 'a0,', 'a0,', 'a1'], ['snez', 'a0,', 'a0'], ['ret']]"
206,6_function_76,"[['remu', 't0,', 'a2,', 'a0'], ['slli', 'a3,', 'a3,', '63'], ['srai', 'a3,', 'a3,', '63'], ['or', 't0,', 't0,', 'a3'], ['remu', 't0,', 't0,', 'a2'], ['srl', 'a1,', 'a1,', 't0'], ['slt', 'a1,', 'a1,', 'a0'], ['xori', 'a1,', 'a1,', '1'], ['mv', 'a0,', 'a1'], ['ret']]"
207,3_function_0,[['ret']]
208,5_function_80,"[['srl', 'a0,', 'a0,', 'a0'], ['divu', 'a0,', 'a0,', 'a1'], ['divu', 'a0,', 'a0,', 'a2'], ['ret']]"
209,6_function_85,"[['sra', 'a1,', 'a0,', 'a1'], ['snez', 'a2,', 'a2'], ['sub', 'a0,', 'a0,', 'a1'], ['mul', 'a0,', 'a0,', 'a2'], ['add', 'a0,', 'a0,', 'a1'], ['slt', 'a1,', 'a1,', 'a0'], ['xori', 'a1,', 'a1,', '1'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['rem', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
210,6_function_49,"[['mv', 'a1,', 'a2'], ['div', 'a0,', 'a0,', 'a1'], ['sext.w', 'a0,', 'a0'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
211,5_function_71,"[['sra', 't0,', 'a0,', 'a0'], ['divu', 'a0,', 'a0,', 't0'], ['ret']]"
212,7_function_71,"[['srl', 'a0,', 'a0,', 'a1'], ['div', 'a1,', 'a1,', 'a0'], ['remu', 'a0,', 'a0,', 'a1'], ['or', 't0,', 'a0,', 'a1'], ['rem', 'a1,', 'a1,', 'a0'], ['remu', 'a2,', 'a2,', 'a1'], ['and', 't0,', 't0,', 'a2'], ['mv', 'a0,', 't0'], ['ret']]"
213,7_function_32,"[['rem', 'a1,', 'a1,', 'a0'], ['xor', 'a1,', 'a1,', 'a2'], ['sext.w', 'a1,', 'a1'], ['xor', 'a0,', 'a0,', 'a1'], ['snez', 'a0,', 'a0'], ['andi', 'a0,', 'a0,', '1'], ['ret']]"
214,4_function_82,"[['snez', 'a0,', 'a0'], ['sub', 't0,', 'a1,', 'a2'], ['mul', 't0,', 't0,', 'a0'], ['add', 't0,', 't0,', 'a2'], ['divu', 'a1,', 't0,', 'a1'], ['divu', 'a1,', 'a1,', 'a1'], ['srl', 't0,', 't0,', 'a1'], ['mv', 'a0,', 't0'], ['ret']]"
215,6_function_39,"[['andi', 'a1,', 'a1,', '1'], ['srl', 'a1,', 'a0,', 'a1'], ['zext.w', 'a1,', 'a1'], ['divu', 'a0,', 'a0,', 'a1'], ['div', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
216,3_function_59,"[['mv', 'a0,', 'a1'], ['nop'], ['andi', 'a0,', 'a0,', '1'], ['xor', 'a0,', 'zero,', 'a0'], ['ret']]"
217,3_function_89,"[['remu', 'a0,', 'a0,', 'a0'], ['snez', 't0,', 'a0'], ['sub', 'a0,', 'a0,', 'a1'], ['mul', 'a0,', 'a0,', 't0'], ['add', 'a0,', 'a0,', 'a1'], ['ret']]"
218,5_function_24,"[['remu', 't0,', 'a1,', 'a0'], ['rem', 't0,', 't0,', 'a1'], ['or', 't0,', 'a0,', 't0'], ['xor', 'a0,', 'a0,', 't0'], ['ret']]"
219,3_function_62,"[['srl', 'a0,', 'a0,', 'a0'], ['divu', 'a0,', 'a0,', 'a0'], ['ret']]"
220,8_function_93,"[['divu', 'a1,', 'a1,', 'a2'], ['slt', 'a1,', 'a0,', 'a1'], ['xori', 'a1,', 'a1,', '1'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['div', 'a1,', 'a1,', 'a1'], ['sext.w', 'a1,', 'a1'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
221,3_function_23,"[['snez', 'a0,', 'a0'], ['sub', 'a1,', 'a1,', 'a2'], ['mul', 'a1,', 'a1,', 'a0'], ['add', 'a1,', 'a1,', 'a2'], ['div', 'a1,', 'a1,', 'a1'], ['mv', 'a0,', 'a1'], ['ret']]"
222,7_function_67,"[['and', 'a0,', 'a0,', 'a0'], ['zext.w', 'a0,', 'a0'], ['xor', 'a1,', 'a1,', 'a2'], ['sltu', 'a1,', 'a1,', 'a0'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['sra', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
223,6_function_98,"[['sext.w', 't0,', 'a0'], ['sra', 'a1,', 'a1,', 'a0'], ['snez', 'a1,', 'a1'], ['sub', 'a0,', 'a0,', 'a2'], ['mul', 'a0,', 'a0,', 'a1'], ['add', 'a0,', 'a0,', 'a2'], ['srl', 't0,', 't0,', 'a0'], ['mv', 'a0,', 't0'], ['ret']]"
224,5_function_20,"[['snez', 't0,', 'a1'], ['sub', 'a1,', 'a1,', 'a2'], ['mul', 'a1,', 'a1,', 't0'], ['add', 'a1,', 'a1,', 'a2'], ['and', 'a0,', 'a0,', 'a1'], ['slt', 'a0,', 'a0,', 'a2'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
225,7_function_81,"[['remu', 'a2,', 'a0,', 'a0'], ['remu', 'a2,', 'a2,', 'a0'], ['or', 'a2,', 'a2,', 'a0'], ['snez', 'a1,', 'a1'], ['sub', 'a2,', 'a2,', 'a0'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 'a0'], ['or', 'a0,', 'a0,', 'a2'], ['ret']]"
226,3_function_33,"[['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['snez', 'a0,', 'a0'], ['sub', 'a1,', 'a1,', 'a2'], ['mul', 'a1,', 'a1,', 'a0'], ['add', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
227,7_function_21,"[['xor', 't0,', 'a0,', 'a1'], ['srl', 'a1,', 't0,', 'a1'], ['sra', 't0,', 't0,', 'a1'], ['and', 'a0,', 'a0,', 'a2'], ['srl', 'a0,', 'a0,', 'a2'], ['and', 't0,', 't0,', 'a0'], ['mv', 'a0,', 't0'], ['ret']]"
228,4_function_29,"[['divu', 'a0,', 'a0,', 'a1'], ['div', 'a2,', 'a0,', 'a2'], ['remu', 'a0,', 'a0,', 'a2'], ['ret']]"
229,7_function_73,"[['sra', 't0,', 'a0,', 'a1'], ['snez', 'a2,', 'a2'], ['sub', 'a0,', 'a0,', 'a1'], ['mul', 'a0,', 'a0,', 'a2'], ['add', 'a0,', 'a0,', 'a1'], ['div', 'a0,', 't0,', 'a0'], ['sra', 'a1,', 't0,', 'a0'], ['snez', 'a2,', 'a0'], ['sub', 'a1,', 'a1,', 't0'], ['mul', 'a1,', 'a1,', 'a2'], ['add', 'a1,', 'a1,', 't0'], ['sltu', 'a1,', 'a1,', 'a0'], ['xori', 'a1,', 'a1,', '1'], ['mv', 'a0,', 'a1'], ['ret']]"
230,5_function_2,"[['mv', 'a0,', 'a1'], ['divu', 'a2,', 'a2,', 'a0'], ['sra', 'a0,', 'a0,', 'a2'], ['ret']]"
231,6_function_92,"[['divu', 'a0,', 'a0,', 'a1'], ['div', 'a1,', 'a1,', 'a2'], ['sext.w', 'a1,', 'a1'], ['xor', 'a0,', 'a0,', 'a1'], ['ret']]"
232,8_function_76,"[['or', 't0,', 'a0,', 'a1'], ['div', 't1,', 'a1,', 'a0'], ['andi', 'a2,', 'a2,', '1'], ['remu', 'a1,', 'a1,', 'a2'], ['and', 'a2,', 'a2,', 'a1'], ['rem', 't1,', 't1,', 'a2'], ['divu', 't0,', 't0,', 't1'], ['div', 'a0,', 'a0,', 't0'], ['ret']]"
233,7_function_37,"[['remu', 'a1,', 'a1,', 'a2'], ['and', 'a2,', 'a0,', 'a1'], ['andi', 'a3,', 'a3,', '1'], ['rem', 'a3,', 'a3,', 'a1'], ['rem', 'a0,', 'a0,', 'a3'], ['or', 'a2,', 'a2,', 'a0'], ['mv', 'a0,', 'a2'], ['ret']]"
234,6_function_16,"[['remu', 'a0,', 'a0,', 'a1'], ['zext.w', 'a1,', 'a0'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['sra', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
235,4_function_86,"[['snez', 'a1,', 'a1'], ['sub', 'a2,', 'a2,', 'a0'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 'a0'], ['remu', 'a2,', 'a2,', 'a0'], ['xor', 'a0,', 'a0,', 'a2'], ['ret']]"
236,8_function_9,"[['nop'], ['sra', 'a0,', 'a0,', 'a1'], ['divu', 'a2,', 'a2,', 'zero'], ['div', 'a0,', 'a0,', 'a2'], ['or', 'a2,', 'zero,', 'a0'], ['rem', 'a2,', 'a2,', 'a0'], ['mv', 'a0,', 'a2'], ['ret']]"
237,8_function_28,"[['xor', 'a1,', 'a1,', 'a0'], ['divu', 'a0,', 'a0,', 'a1'], ['sext.w', 'a0,', 'a0'], ['rem', 'a2,', 'a2,', 'a2'], ['or', 'a0,', 'a0,', 'a2'], ['sext.w', 'a0,', 'a0'], ['ret']]"
238,3_function_70,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
239,8_function_52,"[['divu', 't0,', 'a0,', 'a0'], ['and', 'a0,', 'a0,', 't0'], ['div', 'a1,', 'a1,', 'a2'], ['srl', 'a0,', 'a0,', 'a1'], ['rem', 'a0,', 'a0,', 'a2'], ['zext.w', 'a0,', 'a0'], ['ret']]"
240,8_function_60,"[['rem', 't0,', 'a0,', 'a0'], ['sext.w', 'a1,', 'a1'], ['xor', 't1,', 'a1,', 'a0'], ['xor', 'a1,', 'a1,', 't1'], ['snez', 'a1,', 'a1'], ['xor', 'a0,', 'a0,', 'a2'], ['snez', 'a1,', 'a1'], ['sub', 't1,', 't1,', 'a0'], ['mul', 't1,', 't1,', 'a1'], ['add', 't1,', 't1,', 'a0'], ['or', 't0,', 't0,', 't1'], ['mv', 'a0,', 't0'], ['ret']]"
241,8_function_70,"[['rem', 't0,', 'a0,', 'a0'], ['divu', 'a1,', 't0,', 'a1'], ['srl', 'a1,', 't0,', 'a1'], ['sltu', 't1,', 't0,', 'a0'], ['slli', 't1,', 't1,', '63'], ['srai', 't1,', 't1,', '63'], ['divu', 'a1,', 'a1,', 't1'], ['or', 'a0,', 'a0,', 'a1'], ['slt', 't0,', 't0,', 'a0'], ['mv', 'a0,', 't0'], ['ret']]"
242,5_function_72,"[['srl', 'a0,', 'a0,', 'a0'], ['remu', 'a0,', 'a0,', 'a0'], ['zext.w', 'a1,', 'a1'], ['remu', 'a1,', 'a0,', 'a1'], ['slt', 'a0,', 'a0,', 'a1'], ['ret']]"
243,7_function_18,"[['sext.w', 't0,', 'a0'], ['div', 't0,', 't0,', 't0'], ['div', 't0,', 't0,', 'a1'], ['and', 't0,', 'a0,', 't0'], ['srl', 'a0,', 'a0,', 't0'], ['ret']]"
244,8_function_87,"[['remu', 'a0,', 'a0,', 'a1'], ['rem', 'a1,', 'a1,', 'a2'], ['sra', 't0,', 'a1,', 'a1'], ['divu', 't0,', 'a0,', 't0'], ['or', 'a0,', 'a0,', 't0'], ['remu', 'a2,', 'a2,', 'a1'], ['divu', 'a2,', 'a2,', 'a2'], ['srl', 'a0,', 'a0,', 'a2'], ['ret']]"
245,3_function_86,[['ret']]
246,8_function_42,"[['snez', 'a0,', 'a0'], ['sub', 't0,', 'a1,', 'a2'], ['mul', 't0,', 't0,', 'a0'], ['add', 't0,', 't0,', 'a2'], ['and', 't0,', 't0,', 'a1'], ['zext.w', 'a1,', 'a1'], ['rem', 't0,', 't0,', 'a1'], ['mv', 'a0,', 't0'], ['ret']]"
247,3_function_68,"[['divu', 't0,', 'a0,', 'a0'], ['remu', 't0,', 't0,', 'a0'], ['mv', 'a0,', 't0'], ['ret']]"
248,6_function_60,"[['or', 't0,', 'a0,', 'a1'], ['divu', 't0,', 't0,', 'a2'], ['div', 'a2,', 'a0,', 'a1'], ['sra', 'a2,', 'a2,', 'a1'], ['sltu', 't0,', 't0,', 'a2'], ['snez', 't0,', 't0'], ['sub', 'a1,', 'a1,', 'a0'], ['mul', 'a1,', 'a1,', 't0'], ['add', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
249,6_function_31,"[['or', 't0,', 'a0,', 'a1'], ['div', 't1,', 't0,', 'a1'], ['and', 'a0,', 'a0,', 't1'], ['remu', 'a0,', 't0,', 'a0'], ['snez', 'a0,', 'a0'], ['sub', 't0,', 't0,', 'a1'], ['mul', 't0,', 't0,', 'a0'], ['add', 't0,', 't0,', 'a1'], ['mv', 'a0,', 't0'], ['ret']]"
250,6_function_84,"[['remu', 'a1,', 'a1,', 'a0'], ['xor', 'a2,', 'a2,', 'a1'], ['or', 'a1,', 'a1,', 'a2'], ['xor', 'a0,', 'a0,', 'a1'], ['or', 'a2,', 'a2,', 'a0'], ['srl', 'a0,', 'a0,', 'a2'], ['ret']]"
251,5_function_53,"[['rem', 'a0,', 'a0,', 'a1'], ['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['and', 'a1,', 'a1,', 'a2'], ['remu', 'a1,', 'a1,', 'a2'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
252,3_function_36,"[['remu', 'a0,', 'a0,', 'a1'], ['srl', 'a1,', 'a0,', 'a0'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
253,6_function_79,"[['xor', 'a0,', 'a0,', 'a1'], ['or', 'a1,', 'a0,', 'a2'], ['divu', 'a2,', 'a2,', 'a2'], ['remu', 'a1,', 'a1,', 'a2'], ['or', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
254,6_function_42,"[['remu', 't0,', 'a0,', 'a0'], ['xor', 'a0,', 'a0,', 't0'], ['xor', 'a0,', 'a0,', 'a1'], ['sra', 'a0,', 'a0,', 'a1'], ['divu', 't0,', 't0,', 'a0'], ['mv', 'a0,', 't0'], ['ret']]"
255,6_function_9,"[['and', 'a0,', 'a0,', 'a1'], ['sext.w', 'a0,', 'a0'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
256,8_function_26,"[['snez', 'a1,', 'a1'], ['sub', 'a2,', 'a2,', 'a0'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 'a0'], ['remu', 'a0,', 'a0,', 'a2'], ['or', 'a2,', 'a2,', 'a0'], ['zext.w', 'a2,', 'a2'], ['and', 'a0,', 'a0,', 'a2'], ['sra', 'a0,', 'a0,', 'a2'], ['ret']]"
257,7_function_56,"[['div', 't0,', 'a0,', 'a0'], ['or', 'a1,', 'a1,', 'a2'], ['sra', 'a1,', 't0,', 'a1'], ['snez', 'a2,', 'a1'], ['sub', 't0,', 't0,', 'a1'], ['mul', 't0,', 't0,', 'a2'], ['add', 't0,', 't0,', 'a1'], ['xor', 'a0,', 'a0,', 't0'], ['ret']]"
258,5_function_46,"[['remu', 'a0,', 'a0,', 'a0'], ['remu', 'a1,', 'a1,', 'a0'], ['remu', 'a1,', 'a1,', 'a0'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
259,3_function_14,"[['xor', 'a1,', 'a1,', 'a0'], ['div', 'a0,', 'a0,', 'a1'], ['ret']]"
260,7_function_35,"[['srl', 't0,', 'a0,', 'a1'], ['sra', 'a1,', 'a1,', 't0'], ['xor', 'a1,', 'a1,', 't0'], ['sltu', 'a1,', 'a0,', 'a1'], ['andi', 'a1,', 'a1,', '1'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
261,4_function_52,"[['srl', 'a1,', 'a1,', 'a1'], ['andi', 'a2,', 'a2,', '1'], ['snez', 'a0,', 'a0'], ['sub', 'a1,', 'a1,', 'a2'], ['mul', 'a1,', 'a1,', 'a0'], ['add', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
262,3_function_40,"[['slt', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
263,6_function_55,"[['zext.w', 't0,', 'a0'], ['zext.w', 't1,', 'a2'], ['snez', 'a1,', 'a1'], ['sub', 't0,', 't0,', 't1'], ['mul', 't0,', 't0,', 'a1'], ['add', 't0,', 't0,', 't1'], ['remu', 't0,', 'a0,', 't0'], ['rem', 'a2,', 'a2,', 'a0'], ['sra', 't0,', 't0,', 'a2'], ['mv', 'a0,', 't0'], ['ret']]"
264,6_function_37,"[['remu', 't0,', 'a0,', 'a0'], ['snez', 'a1,', 'a1'], ['sub', 't1,', 'a2,', 't0'], ['mul', 't1,', 't1,', 'a1'], ['add', 't1,', 't1,', 't0'], ['divu', 't1,', 'a0,', 't1'], ['or', 'a0,', 'a0,', 'a2'], ['snez', 'a2,', 't1'], ['sub', 'a0,', 'a0,', 't1'], ['mul', 'a0,', 'a0,', 'a2'], ['add', 'a0,', 'a0,', 't1'], ['ret']]"
265,6_function_30,"[['snez', 't0,', 'a0'], ['sub', 't1,', 'a0,', 'a1'], ['mul', 't1,', 't1,', 't0'], ['add', 't1,', 't1,', 'a1'], ['srl', 'a0,', 'a0,', 'a2'], ['xor', 'a1,', 'a1,', 'a0'], ['and', 'a1,', 't1,', 'a1'], ['sra', 't1,', 't1,', 'a1'], ['mv', 'a0,', 't1'], ['ret']]"
266,4_function_71,"[['rem', 't0,', 'a0,', 'a0'], ['divu', 'a0,', 'a0,', 't0'], ['ret']]"
267,5_function_52,"[['slt', 'a1,', 'a1,', 'a0'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['sra', 'a0,', 'a0,', 'a1'], ['divu', 'a0,', 'a0,', 'a1'], ['or', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
268,5_function_63,"[['divu', 't0,', 'a1,', 'a0'], ['snez', 't0,', 't0'], ['sub', 'a2,', 'a2,', 'a1'], ['mul', 'a2,', 'a2,', 't0'], ['add', 'a2,', 'a2,', 'a1'], ['sltu', 'a0,', 'a0,', 'a2'], ['ret']]"
269,8_function_72,"[['divu', 't0,', 'a0,', 'a1'], ['srl', 't1,', 'a1,', 'a0'], ['div', 't0,', 't0,', 't1'], ['div', 'a0,', 'a2,', 'a0'], ['sra', 'a2,', 'a2,', 'a0'], ['and', 'a1,', 'a1,', 'a2'], ['divu', 't0,', 't0,', 'a1'], ['mv', 'a0,', 't0'], ['ret']]"
270,5_function_99,"[['sext.w', 't0,', 'a0'], ['or', 't0,', 't0,', 'a1'], ['zext.w', 'a0,', 'a0'], ['sltu', 'a0,', 'a0,', 't0'], ['ret']]"
271,7_function_58,"[['divu', 'a1,', 'a0,', 'a1'], ['zext.w', 't0,', 'a2'], ['sra', 'a2,', 'a2,', 'a1'], ['xor', 't0,', 't0,', 'a2'], ['snez', 't0,', 't0'], ['snez', 't0,', 't0'], ['sub', 'a2,', 'a2,', 'a0'], ['mul', 'a2,', 'a2,', 't0'], ['add', 'a2,', 'a2,', 'a0'], ['srl', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
272,7_function_39,"[['xor', 'a2,', 'a2,', 'a1'], ['and', 't0,', 'a0,', 'a2'], ['sra', 'a2,', 'a2,', 'a1'], ['srl', 't0,', 't0,', 'a2'], ['slt', 't0,', 't0,', 'a0'], ['andi', 't0,', 't0,', '1'], ['mv', 'a0,', 't0'], ['ret']]"
273,6_function_68,"[['divu', 'a0,', 'a0,', 'a0'], ['nop'], ['and', 't0,', 'a0,', 'zero'], ['rem', 'a1,', 'a1,', 'a0'], ['rem', 't0,', 't0,', 'a1'], ['mv', 'a0,', 't0'], ['ret']]"
274,8_function_80,"[['snez', 'a1,', 'a1'], ['sub', 'a2,', 'a2,', 'a0'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 'a0'], ['div', 'a0,', 'a0,', 'a2'], ['div', 'a1,', 'a0,', 'a0'], ['xor', 'a2,', 'a2,', 'a1'], ['snez', 'a1,', 'a1'], ['sub', 'a0,', 'a0,', 'a2'], ['mul', 'a0,', 'a0,', 'a1'], ['add', 'a0,', 'a0,', 'a2'], ['ret']]"
275,3_function_66,"[['remu', 'a0,', 'a0,', 'a1'], ['srl', 'a1,', 'a0,', 'a1'], ['remu', 'a0,', 'a0,', 'a1'], ['ret']]"
276,5_function_18,"[['divu', 't0,', 'a0,', 'a0'], ['remu', 't0,', 't0,', 'a0'], ['divu', 'a1,', 't0,', 'a1'], ['div', 't0,', 't0,', 'a1'], ['mv', 'a0,', 't0'], ['ret']]"
277,8_function_16,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['rem', 'a1,', 'a0,', 'a1'], ['remu', 'a1,', 'a0,', 'a1'], ['zext.w', 'a1,', 'a1'], ['divu', 'a1,', 'a1,', 'a0'], ['remu', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
278,3_function_98,"[['divu', 'a1,', 'a1,', 'a1'], ['srl', 'a1,', 'a1,', 'a2'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
279,4_function_99,"[['and', 'a1,', 'a1,', 'a0'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
280,3_function_8,"[['sra', 'a1,', 'a1,', 'a0'], ['xor', 'a0,', 'a0,', 'a1'], ['snez', 'a0,', 'a0'], ['andi', 'a0,', 'a0,', '1'], ['ret']]"
281,5_function_33,"[['div', 'a0,', 'a0,', 'a1'], ['srl', 'a0,', 'a0,', 'a0'], ['ret']]"
282,6_function_87,"[['slt', 'a0,', 'a0,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['divu', 'a1,', 'a0,', 'a1'], ['slt', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['sltu', 'a0,', 'a0,', 'a2'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
283,8_function_79,"[['or', 'a0,', 'a0,', 'a1'], ['and', 'a0,', 'a0,', 'a2'], ['div', 'a0,', 'a0,', 'a0'], ['srl', 'a2,', 'a0,', 'a2'], ['rem', 'a2,', 'a1,', 'a2'], ['remu', 'a0,', 'a0,', 'a2'], ['or', 'a0,', 'a0,', 'a1'], ['rem', 'a0,', 'a0,', 'a0'], ['ret']]"
284,4_function_42,"[['and', 'a0,', 'a0,', 'a1'], ['zext.w', 'a3,', 'a3'], ['snez', 'a2,', 'a2'], ['sub', 'a1,', 'a0,', 'a3'], ['mul', 'a1,', 'a1,', 'a2'], ['add', 'a1,', 'a1,', 'a3'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
285,5_function_4,"[['and', 'a2,', 'a2,', 'a0'], ['sra', 't0,', 'a2,', 'a0'], ['snez', 'a1,', 'a1'], ['sub', 't0,', 't0,', 'a2'], ['mul', 't0,', 't0,', 'a1'], ['add', 't0,', 't0,', 'a2'], ['and', 'a0,', 'a0,', 't0'], ['ret']]"
286,5_function_17,"[['or', 'a1,', 'a1,', 'a0'], ['sra', 'a1,', 'a1,', 'a2'], ['remu', 'a1,', 'a1,', 'a1'], ['sra', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
287,4_function_5,"[['rem', 't0,', 'a1,', 'a1'], ['snez', 'a0,', 'a0'], ['sub', 't0,', 't0,', 'a2'], ['mul', 't0,', 't0,', 'a0'], ['add', 't0,', 't0,', 'a2'], ['xor', 't0,', 't0,', 'a1'], ['mv', 'a0,', 't0'], ['ret']]"
288,6_function_64,"[['mv', 'a0,', 'a1'], ['divu', 'a0,', 'a0,', 'a0'], ['zext.w', 'a0,', 'a0'], ['ret']]"
289,6_function_72,"[['andi', 'a0,', 'a0,', '1'], ['andi', 'a0,', 'a0,', '1'], ['sext.w', 'a0,', 'a0'], ['ret']]"
