,bitwuzla,leanSAT,leanSAT-rw,leanSAT-sat
230,99.32108,98.932119,32.78739,59.288649
231,94.87462,93.511379,28.751039,58.00525
232,95.325889,94.08759,28.65616,58.75419
233,92.97688,94.620799,26.80451,61.105029
234,97.37842,97.465609,29.697599,60.87433
235,96.768529,97.11227,29.73354,60.56526
236,100.06113,99.552069,32.663949,60.08187
237,94.57158,94.476969,27.29286,60.350499
238,95.789169,96.05092,28.93698,60.39362
239,95.57459,95.635319,28.95817,59.848569
240,96.92772,97.026189,29.00535,61.067129
241,86.41592,86.959409,19.265349,61.02191
242,90.02601,89.320589,23.07102,59.667509
243,192.7457,139.268799,80.759019,55.01977
244,106.66749,218.531729,31.5009,155.781209
245,113.88632,165.41613,34.03246,106.42748
246,86.65062,401.914408,35.55067,157.072019
247,80.9265,111.20022,25.70151,57.59107
248,80.53868,81.46667,23.5495,56.198089
249,133.507259,117.70176,49.10735,60.67099
250,121.01125,189.67527,59.58793,108.235069
251,96.63161,456.938658,31.516739,306.596519
252,135.021419,177.689169,75.23717,61.908979
253,105.19952,437.994627,45.657099,358.294658
254,108.29226,252.962039,49.82755,109.664449
255,123.078119,155.24133,69.59129,58.11451
256,138.006559,176.807329,79.28919,57.88347
257,117.91455,141.363049,59.76061,57.65776
258,120.48543,147.683069,64.583969,58.33832
259,90.428709,116.79645,36.17532,57.31927
260,97.36327,119.762809,39.38938,57.572729
261,81.56232,363.084108,23.91565,308.576998
262,81.80659,212.305499,24.147039,158.22618
263,81.16832,160.89725,23.88969,108.12223
264,81.01738,112.193059,23.64019,58.11434
265,81.55634,316.024058,24.646069,259.762579
266,81.46251,361.982848,23.82068,308.380618
267,95.280889,136.476979,36.79734,60.789289
268,102.76927,144.270839,46.075299,60.37993
269,83.228799,84.09739,26.65931,56.73241
270,85.50159,80.323679,18.59333,55.826239
271,163.402459,157.35785,98.19814,54.61637
272,545.400088,1687.190294,165.371749,972.724437
273,148.16427,147.39442,90.20346,55.14459
274,246.444798,524.672088,132.65865,164.992439
275,286.593538,4008.346412,168.41071,3521.007804
276,134.80738,118.424149,57.1172,55.900959
277,126.97282,139.454549,75.44714,56.280709
278,145.114309,121.1003,52.44339,58.00621
279,119.4854,140.153949,67.561939,58.78881
280,240.901799,185.802979,51.51647,108.799869
281,117.69362,142.480629,55.413639,56.36442
282,123.96915,136.432839,57.252039,58.73852
283,107.867649,115.87717,51.69561,56.88577
284,119.44698,120.262409,56.693899,56.997119
285,113.667819,180.357009,65.43147,106.715709
286,117.97038,116.426399,53.708879,54.80732
287,94.429169,90.596959,33.355069,56.64701
288,96.687269,120.82786,62.44863,55.82784
289,84.50912,87.84699,26.24147,58.42291
290,84.043149,82.2496,25.46208,56.25305
291,81.87307,84.55117,25.33901,58.68012
292,87.50741,88.18079,26.82354,56.59892
293,86.6259,88.10768,26.72548,56.54274
294,192.145169,149.52898,93.1428,54.85526
295,165.878629,167.90002,108.84605,57.03887
296,99.396579,105.2635,30.67623,57.50795
297,96.687909,100.11458,27.31904,59.74649
298,87.06436,102.55916,29.84389,57.51111
299,98.79895,95.34889,32.20802,55.42142
